Education Type,Industry,Age,CoW,Education,Marital,Occupation,PoB,Hours,Sex,Race,State,Income,Log Income,Rank,Log Rank
post-high-school,LGL,19, Private Employee,19,One of Single,4720,US,35,Female,White,Alabama,2000,7.60090246,4811,8.478660242
Bachelor's degree,CMM,24,Government Employee,21,One of Single,1050,US,40,Male,White,Michigan,30000,10.30895266,2949,7.989221409
Bachelor's degree,MGR,35, Private Employee,21,Married,440,US,50,Male,White,Minnesota,200000,12.20607265,163,5.093750201
Master's degree,BUS,61, Private Employee,22,Married,650,US,50,Female,White,Washington,179000,12.09514108,207,5.332718793
no diploma,LGL,90, Private Employee,14,Married,4220,US,2,Male,non White,Oklahoma,33900,10.43117029,2811,7.941295571
no diploma,LGL,33, Private Employee,11,One of Single,6050,non US,15,Male,non White,New York,3600,8.188689124,4697,8.454679286
post-high-school,LGL,58,Self-Employed,18,Divorced,4230,non US,20,Female,White,Florida,17000,9.740968623,3877,8.262816938
high-school,LGL,60, Private Employee,16,Married,5260,US,26,Female,White,New York,3600,8.188689124,4697,8.454679286
Bachelor's degree,MGR,38, Private Employee,21,Married,440,US,40,Female,non White,California,88000,11.38509209,781,6.66057515
high-school,LGL,19, Private Employee,16,One of Single,4255,US,45,Male,White,Missouri,8000,8.987196821,4405,8.390495538
no diploma,LGL,77,Self-Employed,11,Married,8365,US,24,Male,White,Ohio,5900,8.68270763,4557,8.424419791
Associate's degree,LGL,41, Private Employee,20,One of Single,4700,US,50,Female,White,Florida,77800,11.26189671,972,6.879355804
Bachelor's degree,LGL,60, Private Employee,21,Married,7700,US,50,Male,White,Idaho,144000,11.87756858,315,5.752572639
post-high-school,LGL,32, Private Employee,18,One of Single,4510,US,40,Female,White,Virginia,130000,11.77528973,358,5.880532986
Doctorate degree,LGL,55,Self-Employed,24,Married,4540,US,8,Male,White,Florida,45370,10.72260637,2091,7.645397699
Bachelor's degree,LGL,30,Government Employee,21,One of Single,5320,US,20,Male,White,California,900,6.802394763,4932,8.503499864
high-school,LGL,27, Private Employee,16,One of Single,6230,US,30,Male,White,Virginia,18700,9.836278803,3793,8.240912542
Bachelor's degree,BUS,30, Private Employee,21,One of Single,710,US,56,Male,non White,California,56000,10.93310697,1595,7.374629015
Bachelor's degree,CMM,60, Private Employee,21,Married,1010,US,40,Male,White,New Mexico,118800,11.68519669,461,6.133398043
no diploma,LGL,64, Private Employee,15,Married,9610,US,20,Male,White,Pennsylvania,23700,10.07323033,3479,8.154500175
Master's degree,LGL,74,Government Employee,22,Married,5860,US,37,Female,White,Colorado,14900,9.609116492,4038,8.303504799
no diploma,LGL,43, Private Employee,1,One of Single,4251,non US,35,Male,non White,Illinois,37000,10.51867319,2596,7.861727078
high-school,LGL,63, Private Employee,17,Married,4720,US,40,Female,White,Texas,35000,10.46310334,2685,7.895436007
Bachelor's degree,LGL,51,Government Employee,21,Married,2310,US,50,Female,White,Washington,50000,10.81977828,1785,7.487173694
post-high-school,LGL,59,Government Employee,19,Separated,5165,US,40,Female,non White,Kansas,56280,10.93809451,1592,7.372746366
high-school,LGL,21,Self-Employed,16,One of Single,4525,US,30,Female,White,Washington,15000,9.61580548,3962,8.284504227
high-school,LGL,60, Private Employee,16,Separated,9130,non US,40,Male,White,Florida,15000,9.61580548,3962,8.284504227
post-high-school,BUS,67, Private Employee,19,Divorced,600,US,40,Male,White,New Mexico,22000,9.998797732,3538,8.171316875
Bachelor's degree,BUS,27, Private Employee,21,One of Single,750,US,40,Male,White,Georgia,92000,11.42954386,726,6.587550015
high-school,LGL,35, Private Employee,16,One of Single,4220,US,50,Male,White,Michigan,50000,10.81977828,1785,7.487173694
high-school,LGL,40, Private Employee,16,Married,6200,US,40,Male,White,Oregon,116000,11.66134547,468,6.148468296
high-school,LGL,60, Private Employee,16,Married,5740,US,40,Female,White,Michigan,30000,10.30895266,2949,7.989221409
high-school,LGL,19, Private Employee,16,One of Single,9645,US,30,Male,White,Missouri,6000,8.699514748,4511,8.414274137
Associate's degree,ENG,63, Private Employee,20,Married,1460,US,40,Male,White,New York,83110,11.32792031,853,6.748759547
high-school,LGL,61, Private Employee,17,Divorced,5240,non US,40,Female,non White,New York,50000,10.81977828,1785,7.487173694
post-high-school,LGL,61, Private Employee,19,Divorced,8140,US,20,Male,White,Iowa,30200,10.3155972,2942,7.986844901
post-high-school,LGL,52, Private Employee,18,Married,5400,non US,30,Female,White,Texas,15000,9.61580548,3962,8.284504227
no diploma,LGL,17,No Pay,14,One of Single,6050,US,42,Male,White,Wisconsin,8000,8.987196821,4405,8.390495538
Bachelor's degree,MGR,24, Private Employee,21,One of Single,110,US,65,Male,White,New York,2000,7.60090246,4811,8.478660242
no diploma,MGR,35, Private Employee,15,Married,310,non US,30,Female,non White,Maryland,24000,10.08580911,3408,8.133880888
high-school,LGL,63, Private Employee,16,Married,7340,US,40,Male,White,Utah,196800,12.18994326,179,5.187385806
Bachelor's degree,FIN,32, Private Employee,21,One of Single,800,US,40,Male,White,Massachusetts,75000,11.22524339,1002,6.909753282
Bachelor's degree,CMM,36, Private Employee,21,Married,1021,US,50,Female,White,Massachusetts,100000,11.51292546,592,6.383506635
high-school,MGR,55, Private Employee,16,Married,410,US,40,Male,White,Indiana,43000,10.66895539,2221,7.705712824
Bachelor's degree,CMM,57,Self-Employed,21,Married,1010,non US,21,Male,non White,California,100200,11.51492347,588,6.376726948
Professional degree,LGL,57, Private Employee,23,Married,2205,US,60,Male,White,California,565000,13.24458101,10,2.302585093
post-high-school,ENG,37, Private Employee,18,Divorced,1320,US,40,Male,White,Texas,75000,11.22524339,1002,6.909753282
post-high-school,BUS,74, Private Employee,19,Married,710,US,50,Male,White,Indiana,41100,10.6237634,2310,7.745002804
Associate's degree,LGL,32, Private Employee,20,Married,3323,US,40,Male,White,Florida,36000,10.49127422,2625,7.872836175
Doctorate degree,MGR,44, Private Employee,24,One of Single,310,US,80,Male,non White,California,43000,10.66895539,2221,7.705712824
Bachelor's degree,BUS,38, Private Employee,21,Married,630,US,40,Female,White,Virginia,82200,11.31691058,863,6.760414691
post-high-school,LGL,29, Private Employee,18,Married,3603,US,40,Male,White,Pennsylvania,29910,10.30594815,3067,8.028455164
Master's degree,LGL,52,Government Employee,22,Married,2310,US,32,Female,non White,New Jersey,62000,11.03488966,1356,7.212294469
post-high-school,MGR,44, Private Employee,19,One of Single,410,US,70,Male,non White,Louisiana,19000,9.852194258,3767,8.234034208
Bachelor's degree,MGR,72,Government Employee,21,Married,10,US,36,Male,non White,Texas,88660,11.39256411,777,6.65544035
Associate's degree,MGR,50, Private Employee,20,Married,120,US,48,Female,White,Wisconsin,82000,11.31447453,864,6.761572769
Bachelor's degree,LGL,29, Private Employee,21,One of Single,5000,US,40,Female,White,Wisconsin,65000,11.08214255,1263,7.141245122
Bachelor's degree,LGL,21, Private Employee,21,One of Single,3255,US,40,Female,White,South Carolina,10000,9.210340372,4271,8.359603271
post-high-school,LGL,50,Self-Employed,19,Married,4710,US,50,Male,White,Nebraska,40000,10.59663473,2353,7.763446389
Associate's degree,LGL,24,Government Employee,20,Married,3255,US,40,Male,White,Oklahoma,49000,10.79957558,1937,7.568895663
high-school,LGL,27, Private Employee,16,Married,9645,non US,40,Male,White,New Jersey,30000,10.30895266,2949,7.989221409
high-school,LGL,39, Private Employee,16,Divorced,8990,US,40,Female,non White,South Carolina,15000,9.61580548,3962,8.284504227
post-high-school,LGL,21,No Pay,19,One of Single,6410,US,38,Male,White,Ohio,13000,9.472704636,4106,8.320204598
post-high-school,LGL,20, Private Employee,19,One of Single,4720,US,20,Female,White,Missouri,2000,7.60090246,4811,8.478660242
Bachelor's degree,BUS,45, Private Employee,21,Married,705,US,40,Male,White,Virginia,169000,12.03765399,229,5.433722004
high-school,LGL,29,Government Employee,16,One of Single,3870,US,40,Male,White,Georgia,51000,10.83958091,1766,7.476472381
high-school,ENG,58,Self-Employed,16,Married,1530,US,15,Male,White,California,77300,11.25544923,976,6.883462586
high-school,LGL,18, Private Employee,16,One of Single,4720,US,40,Female,White,West Virginia,18200,9.809176873,3804,8.243808424
post-high-school,LGL,62, Private Employee,19,Married,5120,US,40,Female,White,New Jersey,26000,10.16585182,3241,8.083637203
post-high-school,LGL,22,Government Employee,19,One of Single,4030,US,15,Male,non White,California,6500,8.779557456,4495,8.410720947
Bachelor's degree,LGL,43, Private Employee,21,One of Single,7700,US,45,Male,White,Missouri,40000,10.59663473,2353,7.763446389
Bachelor's degree,FIN,30, Private Employee,21,Married,800,US,60,Female,White,New Jersey,110000,11.60823564,499,6.212606096
Associate's degree,LGL,45,Government Employee,20,One of Single,2310,US,65,Female,non White,Nevada,55000,10.91508846,1632,7.397561536
Bachelor's degree,LGL,47, Private Employee,21,One of Single,3255,US,36,Female,non White,Virginia,77000,11.2515607,979,6.886531643
post-high-school,LGL,62, Private Employee,18,Married,5740,US,32,Female,White,South Dakota,15000,9.61580548,3962,8.284504227
high-school,BUS,27,Self-Employed,16,One of Single,540,US,40,Male,White,Texas,20000,9.903487553,3651,8.202756382
Associate's degree,LGL,57, Private Employee,20,Married,5860,US,40,Female,White,South Dakota,40000,10.59663473,2353,7.763446389
Bachelor's degree,LGL,33, Private Employee,21,Married,4840,US,40,Male,White,Arizona,75000,11.22524339,1002,6.909753282
high-school,LGL,23, Private Employee,16,One of Single,9600,US,40,Male,White,Michigan,25000,10.1266311,3296,8.100464891
post-high-school,LGL,19, Private Employee,18,One of Single,4720,US,15,Female,White,Pennsylvania,3300,8.101677747,4714,8.458292083
Bachelor's degree,CMS,73, Private Employee,21,Married,2040,US,45,Male,White,Missouri,55400,10.92233487,1629,7.395721609
Bachelor's degree,LGL,40,Government Employee,21,Married,2310,US,55,Female,White,Tennesse,35000,10.46310334,2685,7.895436007
high-school,LGL,20, Private Employee,16,One of Single,4720,non US,16,Male,non White,California,9000,9.104979856,4365,8.381373468
Bachelor's degree,LGL,27, Private Employee,21,One of Single,2721,non US,25,Male,non White,Pennsylvania,12000,9.392661929,4149,8.33062262
post-high-school,LGL,47, Private Employee,19,Married,3645,US,40,Male,White,Oregon,42000,10.6454249,2257,7.721791777
high-school,LGL,75,Self-Employed,16,Married,4700,US,15,Male,White,California,28000,10.23995979,3129,8.048468744
high-school,LGL,48, Private Employee,17,Married,5300,US,30,Female,White,Texas,9200,9.126958763,4355,8.379079889
Bachelor's degree,CMM,31, Private Employee,21,Married,1031,non US,30,Female,White,Maryland,40000,10.59663473,2353,7.763446389
Master's degree,LGL,30,Government Employee,22,Married,5740,US,40,Female,White,Texas,35700,10.48290597,2675,7.891704659
Master's degree,ENG,26, Private Employee,22,One of Single,1530,US,40,Male,non White,Pennsylvania,12500,9.433483923,4136,8.327484416
post-high-school,LGL,57,Self-Employed,19,Married,4700,US,50,Female,White,California,40000,10.59663473,2353,7.763446389
high-school,LGL,26, Private Employee,16,One of Single,4110,US,20,Male,non White,New York,4800,8.476371197,4630,8.440312147
no diploma,LGL,67, Private Employee,1,Married,4055,non US,17,Male,non White,New York,8000,8.987196821,4405,8.390495538
high-school,LGL,32, Private Employee,16,Married,4700,US,44,Male,White,Minnesota,35000,10.46310334,2685,7.895436007
Bachelor's degree,FIN,40,Government Employee,21,Married,800,non US,40,Female,White,Arizona,40000,10.59663473,2353,7.763446389
high-school,LGL,20,Government Employee,16,One of Single,7200,US,55,Male,White,North Carolina,20400,9.92329018,3636,8.198639455
no diploma,LGL,18, Private Employee,14,One of Single,4110,US,8,Female,White,Colorado,2500,7.824046011,4782,8.472614148
Doctorate degree,LGL,44, Private Employee,24,One of Single,2205,non US,50,Male,White,Illinois,79000,11.27720313,941,6.84694314
high-school,LGL,38,Government Employee,17,Separated,4251,US,40,Male,White,Indiana,25000,10.1266311,3296,8.100464891
high-school,LGL,28,Government Employee,16,One of Single,4020,US,35,Male,non White,Alaska,4600,8.433811582,4641,8.442685139
Associate's degree,LGL,59, Private Employee,20,Married,9645,US,40,Female,White,Oklahoma,50000,10.81977828,1785,7.487173694
post-high-school,LGL,59, Private Employee,19,Divorced,3655,non US,40,Female,non White,Arizona,21000,9.952277717,3599,8.188411308
post-high-school,LGL,57,Self-Employed,19,One of Single,9141,US,80,Male,White,Arizona,15000,9.61580548,3962,8.284504227
Professional degree,LGL,48,Self-Employed,23,Married,2850,non US,20,Female,White,Arizona,4000,8.29404964,4666,8.448057453
high-school,LGL,26, Private Employee,16,One of Single,4020,US,20,Male,White,Ohio,19000,9.852194258,3767,8.234034208
high-school,LGL,39, Private Employee,16,Married,5240,non US,79,Male,non White,California,9000,9.104979856,4365,8.381373468
post-high-school,LGL,29, Private Employee,19,Married,4700,US,42,Female,White,Virginia,22000,9.998797732,3538,8.171316875
high-school,MGR,34, Private Employee,16,Married,140,US,45,Male,White,Tennesse,46100,10.73856823,2052,7.626570206
high-school,LGL,45, Private Employee,16,Married,5740,US,38,Female,White,Pennsylvania,15000,9.61580548,3962,8.284504227
Associate's degree,LGL,55, Private Employee,20,Married,7330,US,40,Male,White,Pennsylvania,75000,11.22524339,1002,6.909753282
no diploma,LGL,25, Private Employee,12,One of Single,4020,US,30,Male,White,Louisiana,15000,9.61580548,3962,8.284504227
Master's degree,LGL,34, Private Employee,22,Married,2300,US,40,Female,White,New Jersey,33900,10.43117029,2811,7.941295571
Bachelor's degree,LGL,68,Government Employee,21,Married,2360,US,37,Male,White,Tennesse,41100,10.6237634,2310,7.745002804
Bachelor's degree,MGR,59,Self-Employed,21,One of Single,205,US,80,Male,White,Nebraska,39160,10.5754111,2496,7.822444729
Professional degree,LGL,80,Self-Employed,23,Married,3090,non US,10,Male,White,Pennsylvania,55500,10.9241383,1624,7.392647521
high-school,BUS,64, Private Employee,16,Widowed,530,US,42,Female,White,Massachusetts,74000,11.21182037,1062,6.967909202
high-school,LGL,55, Private Employee,16,Divorced,2721,US,50,Female,White,Florida,18000,9.798127037,3810,8.245384468
high-school,LGL,51, Private Employee,16,Separated,4521,non US,33,Male,White,Illinois,35000,10.46310334,2685,7.895436007
Professional degree,LGL,26, Private Employee,23,One of Single,4640,US,45,Female,White,New Jersey,29000,10.27505111,3086,8.034631033
Associate's degree,LGL,58, Private Employee,20,Married,3255,US,45,Female,White,Virginia,84000,11.33857208,844,6.738152495
Associate's degree,LGL,52, Private Employee,20,Married,5600,US,50,Female,White,Texas,44000,10.69194491,2183,7.688455357
Bachelor's degree,LGL,62, Private Employee,21,Married,8450,non US,40,Male,non White,Florida,17000,9.740968623,3877,8.262816938
high-school,MGR,18, Private Employee,16,One of Single,136,US,30,Female,White,Illinois,6400,8.764053269,4504,8.41272117
high-school,LGL,22, Private Employee,16,Married,4220,US,90,Female,White,Kansas,30000,10.30895266,2949,7.989221409
high-school,MGR,54,Government Employee,16,Widowed,160,US,40,Male,non White,Alabama,42000,10.6454249,2257,7.721791777
Master's degree,MGR,44, Private Employee,22,Married,52,non US,40,Male,non White,South Carolina,72000,11.1844214,1092,6.995766156
high-school,LGL,46, Private Employee,16,Married,4720,US,38,Female,White,Michigan,20000,9.903487553,3651,8.202756382
Bachelor's degree,LGL,26, Private Employee,21,Married,2100,US,50,Male,White,California,125000,11.73606902,386,5.955837369
post-high-school,LGL,39, Private Employee,19,Divorced,4220,US,30,Female,non White,South Carolina,12600,9.441452093,4134,8.32700074
no diploma,LGL,44, Private Employee,13,Divorced,3603,non US,44,Female,non White,New York,29200,10.28192399,3080,8.032684876
post-high-school,LGL,27, Private Employee,19,Married,4230,non US,40,Female,White,New Mexico,30000,10.30895266,2949,7.989221409
